2577,4804,10
2897,921,9
820,2885,37
1714,2243,86
4325,3686,2
4387,885,84
4591,432,80
4976,4491,94
2103,4409,88
1253,2805,64
940,450,90
4689,4147,58
1268,3404,15
3899,1534,12
4755,4259,71
750,3661,73
2396,333,58
472,2311,76
4399,1777,47
4100,2471,12
2960,3982,78
3534,1403,34
4785,2820,56
4463,3187,85
2470,4790,14
4024,2134,4
2132,1071,11
3790,674,32
4861,1876,26
4994,1743,48
882,1824,90
4000,4342,69
207,1600,53
3098,366,63
628,2148,6
1632,401,14
4014,1876,67
4355,1307,66
241,1643,24
4289,1636,60
211,4397,31
2279,2919,60
1421,1419,96
753,622,49
3157,4900,56
2785,4329,8
94,3643,47
3506,4871,47
1759,2701,0
4125,4449,98
587,4887,11
2442,2909,67
535,37,76
924,2426,90
481,2835,22
4709,1502,21
2500,784,100
4894,3130,95
3152,473,69
4618,497,46
1523,4510,91
654,844,100
227,1116,59
1583,1861,97
4317,801,20
3956,1409,95
1373,3313,80
2759,2424,94
4429,2855,81
1303,2542,18
2043,2859,44
780,984,99
4101,4993,13
737,28,72
2487,2838,75
4889,4520,47
4577,2090,0
644,258,6
2475,1264,28
224,4117,32
2169,3311,15
2862,4885,17
3216,4273,10
1299,3909,46
3333,4049,54
3711,4941,7
4402,457,95
54,4841,74
4109,2306,82
2575,51,68
4306,3160,35
3371,3742,62
4520,446,47
2504,2291,81
1783,4225,73
4579,1721,13
2619,941,94
1691,1916,78
2394,4443,77
4247,2055,75
1084,3301,29
1042,3150,85
1746,4484,5
937,786,6
2128,846,82
4655,4444,44
3052,4461,41
661,954,29
1197,1551,7
1375,2697,89
4815,1393,87
1945,4371,71
24,4824,49
4482,316,69
605,4025,78
2467,1661,72
515,967,69
232,1624,48
2624,1486,53
2633,1321,40
1364,1947,51
2119,2073,1
3406,76,89
4893,449,34
3542,2042,71
1368,791,2
2623,326,21
2200,1252,68
383,4189,95
3384,1032,92
747,1465,96
2156,1171,71
4992,718,91
4047,932,61
3113,2763,99
2056,4712,65
4419,636,75
3195,3162,66
3934,3866,1
2322,4173,1
4838,4958,39
3097,1455,32
4176,3317,91
2296,3113,70
58,3309,12
1547,1893,60
3603,1465,98
2203,2931,97
3226,3823,33
337,1148,17
606,2412,75
114,2303,45
4116,2254,3
4236,4363,39
1689,3829,70
1291,155,3
2365,2397,46
36,1688,47
2297,3473,64
1490,1656,15
934,4657,5
730,40,97
4842,1279,5
4652,3769,78
868,1764,91
4462,2645,92
3636,4160,58
833,1553,38
673,1593,79
3189,1936,45
4597,2588,7
1076,3782,19
4132,2808,62
1029,3675,49
1613,11,51
4220,3623,29
1201,1959,47
2821,3673,85
4917,2471,72
113,944,62
4333,2943,8
1456,1035,11
3186,488,93
185,1339,32
1749,2714,50
4627,507,43
2951,3837,52
2135,1969,57
771,4281,31
1945,4671,61
696,3282,96
1471,4843,84
921,4077,90
2686,2466,90
4826,3303,76
112,4490,73
3631,2409,93
3693,3149,27
3531,314,50
1523,3499,81
894,1498,86
4754,4591,60
2102,5,19
157,4131,8
4970,1598,76
2573,919,69
4499,2998,16
3170,202,6
1644,4259,18
646,4601,42
548,1314,53
1446,1912,59
1069,2983,2
1133,1540,33
2971,242,75
3548,1376,69
74,2054,76
399,1143,68
1216,3292,7
3033,4487,17
1245,80,19
1072,3200,56
140,4991,82
2917,4817,12
3047,4560,50
4624,4454,5
1634,4482,88
1174,1684,11
4980,4221,37
3115,2587,56
2419,336,81
4141,684,1
1584,60,39
2074,4094,66
3017,3196,55
3355,1990,50
4476,51,50
1421,480,63
2488,402,50
2765,2498,80
3544,1562,62
4310,3795,78
825,4990,34
4742,3731,53
732,2577,75
4986,4713,85
3157,154,26
3111,4931,91
4464,368,98
1845,4304,30
2216,3605,46
4033,392,64
1338,1325,42
4267,4479,59
2661,1581,80
1544,4767,94
4897,2265,62
4503,3186,27
1508,2145,68
2385,582,51
3122,877,88
12,3577,71
3961,4465,33
3633,772,2
1226,576,77
4678,4407,19
3545,4413,36
2039,1540,95
3517,3990,78
1687,4002,95
3147,1423,80
1142,4441,55
3080,3721,22
4911,3952,59
1369,966,23
960,1008,20
4712,3119,73
2462,2496,45
115,107,11
2545,1289,14
2039,1317,40
477,2526,27
2078,4157,30
3384,4286,16
4518,983,40
4741,1907,50
704,476,52
1842,3342,7
72,4312,49
708,3181,71
1378,3913,51
1264,3763,66
2881,4852,91
28,336,75
4273,1726,35
2929,4592,55
2643,22,53
3697,1492,90
590,339,60
746,3142,30
1992,1935,38
3850,4304,60
2839,4778,85
3744,152,85
2327,3545,77
415,2860,94
2213,979,23
1693,3288,6
2374,4837,4
3689,69,80
2011,4257,11
1911,1969,58
3362,3921,22
70,2382,84
4640,1952,73
555,3639,89
2005,864,51
3742,2326,9
588,924,70
3375,4953,30
4748,4951,55
458,3262,27
3232,3658,56
3344,4368,20
2185,1228,88
4240,1195,56
2618,3219,73
2813,574,21
1188,3953,49
1670,4759,71
4484,2830,60
3051,1032,79
4897,3559,64
4024,1107,9
3533,935,78
238,4774,60
2162,1386,51
3511,4292,42
381,2164,99
3005,2352,26
2962,2844,81
483,667,93
2044,516,4
4623,707,13
534,2535,70
1584,2099,44
1858,3829,52
1687,3265,43
4451,1125,20
701,3766,75
3211,3284,37
2294,4459,17
2858,536,39
2257,4507,19
149,1242,54
4128,3440,98
4019,3451,2
1410,870,100
2229,4993,89
4951,2739,77
772,1486,30
4133,1209,92
1452,2101,74
2568,2582,17
244,1961,36
2559,840,70
1672,4981,40
761,280,32
3839,1249,26
75,2364,65
2063,4618,16
2112,2407,90
4056,2605,68
4796,2913,96
3683,2779,91
3316,3259,80
3931,1374,95
3178,3024,100
1225,3607,84
871,2636,19
3411,3608,72
676,3705,39
1561,3382,62
2158,653,53
1935,3179,72
4896,652,33
2143,3073,56
4805,3387,2
1179,2469,4
550,3310,97
3660,1430,2
2371,1761,30
832,611,5
4566,1509,17
2430,464,24
1135,2625,48
3787,1133,42
506,1210,73
1170,4217,74
435,3126,31
4926,2190,6
222,3426,65
3116,4021,82
3499,2170,91
1547,2123,100
2147,2773,65
228,1060,17
539,2851,73
2082,298,57
3626,4618,64
3270,2695,37
3800,3815,13
3016,2371,100
4802,652,24
823,74,22
160,720,27
2197,3872,10
4514,1518,86
187,2038,20
1129,3627,52
4208,4210,49
2483,1171,15
866,3257,15
3866,4538,39
3720,1694,40
2188,4330,76
395,1217,39
4184,2584,80
2137,796,13
790,783,100
53,3351,78
4590,2748,18
3757,4014,72
148,4541,85
3597,1212,25
803,4289,94
1080,4956,56
1845,286,5
4565,269,68
4739,612,39
2111,738,46
2294,1182,90
2788,3069,39
1031,2881,17
1597,224,95
4545,4237,73
2844,1618,94
1084,2637,72
4097,997,82
3363,3179,16
3527,1778,82
2046,3766,5
3588,1538,46
3279,2890,46
3663,2513,80
3838,890,65
2618,211,30
4632,2264,53
4816,2469,29
4093,4212,72
2920,885,99
4264,3038,6
3608,3005,55
310,3566,2
3150,818,73
4690,2792,2
3514,2134,64
1322,2439,87
1343,866,72
3021,3705,80
2514,4149,10
4789,2023,42
687,2000,97
3108,1933,53
3929,808,5
1419,4241,70
2738,2907,36
109,1488,45
2978,1723,9
1354,2591,38
203,371,48
1038,2310,26
2281,2704,55
1353,451,18
4827,2382,51
4861,2876,94
852,3482,96
1293,2459,26
690,2659,54
3714,4549,44
4910,425,97
1130,3313,81
140,878,76
795,910,73
1308,1313,19
21,3599,25
4230,2632,69
3213,3321,65
557,620,81
2212,554,16
1654,3524,66
634,2954,74
4721,2744,66
2310,4517,36
3300,609,98
4937,2821,12
887,4399,43
4821,3163,65
44,4366,87
224,2876,42
67,2377,36
4917,2673,0
3261,583,90
1605,4363,56
3630,385,95
1056,4506,6
3467,1194,81
1685,901,58
3430,3092,66
2046,4967,44
765,2960,71
1750,2337,90
4276,4653,55
2503,2583,85
914,3165,53
3941,421,79
3415,674,85
405,2861,58
2893,1378,26
87,179,67
3907,1421,55
3231,2298,38
3588,2907,56
2462,2857,67
3834,132,99
1884,1995,3
3133,1433,40
4430,4904,88
4459,1059,93
2533,3767,50
2767,4146,29
4547,2460,5
4174,3023,19
4782,1150,18
4046,4460,93
3516,1484,81
3939,465,80
1125,4716,33
4746,695,71
2867,4217,70
2768,595,93
3743,2378,22
424,3038,4
3965,1086,100
2642,1275,49
2436,4520,92
2518,3440,20
720,751,65
2087,4493,81
569,3874,59
4223,128,74
4430,4492,89
217,4602,96
2371,2077,69
4460,4354,6
4637,3445,46
4668,4199,30
3655,4233,22
4445,620,74
4936,2204,29
3020,3207,96
1422,3363,94
1661,2064,96
731,1280,67
1095,885,55
872,3069,96
1415,888,45
1106,2003,41
3486,3381,85
3903,896,61
3323,2864,83
3805,3744,6
3840,4624,57
3375,1188,75
3580,1939,2
2680,1681,46
4078,1537,59
3396,1383,95
2650,348,49
1776,3698,26
2096,1335,75
2130,1660,3
2806,4080,83
4997,349,27
3936,4054,69
566,4403,46
691,424,10
2773,4601,20
1679,2254,44
1461,1812,58
4735,913,0
4771,3723,100
3877,3007,52
3739,2063,0
3237,1203,30
3483,3210,71
2831,1366,26
3099,1530,34
4990,2584,32
2454,2644,83
1694,4112,9
3423,3906,34
4187,2190,11
1134,1857,73
3998,4030,19
2086,1305,76
512,3205,13
4611,4870,26
1351,2509,80
562,4567,24
1746,3031,78
417,1936,56
3644,3149,82
2898,3730,77
2343,2921,7
3241,2469,21
2360,4961,79
117,4002,56
3162,1240,74
3047,4138,24
539,2513,28
2925,358,52
1214,430,14
4360,1127,21
4007,1378,59
461,2955,77
814,4568,64
2100,43,21
379,2986,35
437,1970,14
769,2860,56
4442,4342,98
143,3079,40
763,176,63
1631,3319,26
39,1010,24
471,550,37
2563,1895,64
2146,3894,15
1389,4158,54
7,2469,41
1476,2032,4
340,1702,36
205,4293,42
3677,3508,34
2758,1473,48
2834,2492,56
3141,2489,34
3257,587,50
920,3828,87
2037,1680,17
4956,335,45
444,4824,38
4741,461,86
3492,3594,13
2488,835,78
3768,630,95
4402,3823,51
3077,1523,94
189,1192,33
2106,3661,35
4032,2837,50
3028,3772,50
3348,392,42
3224,1150,82
2517,4396,86
1387,1455,38
4965,4672,99
1779,3218,46
3855,1511,60
2267,2979,9
69,4638,39
4947,1078,29
1662,758,8
1971,4843,92
102,1827,90
3943,2668,2
292,74,93
4790,3263,7
458,3466,0
56,3582,71
4375,3230,57
2983,616,96
424,494,59
2022,3209,8
2897,1622,25
2842,2173,89
4950,4591,15
177,1770,11
3882,2454,37
4874,3245,96
1040,292,86
108,1699,48
772,3626,86
4651,1266,91
2365,2781,15
2636,3438,58
908,1782,34
1780,2704,71
575,2977,43
4088,686,82
4841,1124,1
2584,4419,51
427,3273,45
715,438,85
2572,33,88
453,4210,75
2881,4897,21
2564,2927,84
953,2824,3
4734,2612,88
4836,3831,43
2256,3816,53
365,4884,29
2843,3447,19
3412,4549,97
2508,4597,33
290,2557,36
508,2776,34
3933,4112,53
894,2341,86
2103,3260,40
1623,273,83
1837,1976,55
2547,3970,90
3675,2923,32
3809,3578,37
2421,1562,54
2040,1563,97
928,2969,73
48,2631,24
313,76,91
720,2848,19
1581,1946,44
259,224,67
3081,4973,54
3531,4034,34
4847,300,60
1546,688,19
4354,3839,98
441,3047,94
929,4390,47
4490,4298,46
3469,3530,76
938,2581,56
3748,2766,77
3370,523,94
4279,2484,1
4063,682,65
1345,4314,21
2671,4441,87
3642,1839,44
4292,1606,66
3370,702,72
3838,4744,58
4608,4782,72
217,4027,19
718,1383,13
1116,1406,12
3248,1560,41
3309,4039,51
4898,805,57
3965,3738,40
3592,3820,82
4848,3464,60
1452,3265,86
2144,4435,22
4837,3095,71
3699,1627,42
373,2896,18
607,3642,77
2530,3997,88
3063,4437,91
571,1821,68
2890,3938,30
4726,2609,25
1455,2604,62
579,925,99
3631,1074,95
1704,3110,10
3437,2431,43
1840,590,63
3356,4456,38
50,4082,91
4596,4335,10
4800,1846,62
772,859,12
3371,4699,15
4257,1505,18
1917,4550,19
2387,1877,63
4397,2223,29
886,439,37
4502,546,13
1666,3758,2
3766,1084,46
3865,4320,39
3109,4390,55
2464,435,75
4827,3461,92
2039,2046,60
2142,3002,8
3152,3989,98
4615,2687,31
4607,1031,73
4400,4078,6
2160,3653,94
429,2159,33
1651,896,76
216,2497,89
930,4225,33
1085,1164,68
4777,2820,35
138,2574,49
3931,91,85
3811,2818,25
2060,1305,81
1502,1873,99
3668,4224,85
4166,1868,11
1766,1043,70
4521,4724,2
741,1917,87
2306,1252,100
2631,276,27
1364,3158,7
3711,3519,69
3854,1138,90
977,4122,78
3023,2011,87
2435,4484,25
1884,3998,55
4930,3795,50
3756,4440,94
3364,3808,86
4907,4849,17
2052,1180,76
2863,4267,72
2112,4586,31
1870,647,31
3157,3314,11
2951,2728,33
868,3120,31
3714,2140,93
166,4351,84
2927,3316,41
2255,4316,52
1329,3346,2
3080,1068,54
912,2685,40
3044,1721,68
4628,4900,23
897,2089,94
4489,4882,100
4134,172,19
2177,1277,44
1245,140,77
1718,272,5
3062,513,34
4979,3377,53
2518,4127,75
1407,4187,66
2021,4609,25
1708,2552,45
4398,3253,98
142,1615,87
2539,2018,6
125,3021,2
4374,1054,79
3940,4416,35
2543,236,23
406,1926,67
348,633,6
2647,2069,53
4956,2937,95
1008,3496,14
1105,3245,71
83,4288,57
753,922,91
570,1070,56
3095,43,26
152,3261,44
455,714,29
2973,2846,85
4590,637,66
2599,41,68
2672,3223,65
823,2432,73
2847,4800,78
1840,4953,76
2907,910,40
3170,2141,18
3660,2474,82
4641,1132,38
77,1588,9
3804,4287,52
2628,4392,66
1066,3418,11
4954,4050,16
2730,3002,29
3999,1968,77
174,2833,32
2686,850,38
1265,2004,64
418,4697,94
2086,668,52
3352,244,33
914,1568,92
1139,4669,80
2777,417,41
3360,3544,8
1350,1819,16
1514,388,11
535,3488,66
154,4928,3
648,2791,97
4439,616,38
4902,1783,99
3108,1812,97
2387,897,43
2284,2268,60
164,18,69
2679,4296,89
2921,4014,42
30,2237,89
3756,2233,8
2102,3362,39
1715,2186,86
4687,1179,40
4079,2741,40
4082,541,74
977,1526,42
4048,4430,31
2476,1882,94
2057,1968,12
4567,765,72
3751,2414,18
2905,4473,15
2567,3888,44
217,3403,100
1685,897,81
4594,2978,90
2890,3676,79
3209,902,16
1467,1057,91
4461,3805,63
1939,1391,29
383,2137,47
4523,3323,86
4769,3053,40
1093,1754,46
4772,4886,44
3621,4792,39
1541,2,16
1968,1452,44
3272,2750,22
4584,3140,14
4299,1905,96
777,1859,36
1558,4625,75
1362,993,59
4095,4544,33
1177,723,86
3995,4691,75
844,1663,40
2546,2479,39
117,1637,35
1157,1226,73
3493,610,2
1912,509,93
29,1681,10
1738,1783,54
761,4440,86
325,2954,82
85,2240,13
627,1470,65
830,1192,65
1613,3083,87
1133,3731,65
2144,2228,13
872,1225,26
4742,4861,26
3886,2979,78
1848,371,39
501,1011,73
2963,4591,82
683,1320,76
3923,4290,92
1863,4292,71
361,703,3
4943,1992,52
2236,1934,22
4032,750,98
1653,4267,62
4703,2397,50
348,3819,84
618,4048,47
661,4966,36
3362,2805,63
20,4836,97
2111,3695,31
3880,1089,25
1555,999,56
3645,2460,78
4781,4372,35
4882,1841,43
806,4706,39
4402,2886,70
2604,3392,8
2734,1902,16
2410,1143,29
3290,1463,53
190,2583,99
823,2330,93
3919,2672,88
91,2815,2
4052,3307,95
4259,1768,93
4572,262,14
3034,4361,91
4131,4564,44
4678,4327,28
1048,2847,97
3656,261,83
791,1233,94
2898,1004,79
4222,1688,71
1942,488,21
3611,3470,38
1459,2627,31
4694,2573,2
3496,1654,54
3035,1531,53
957,3478,21
2853,862,95
2518,1985,54
1203,1102,25
458,3523,9
2337,2056,41
1777,4932,88
2177,3869,33
3680,4505,31
1409,290,96
2150,3174,56
4749,2142,67
3759,2321,91
4588,4678,78
2095,2748,20
4088,2173,18
4263,3914,27
3967,996,70
3351,1448,35
2869,3375,76
647,562,53
2945,3860,90
4410,2721,19
3831,3140,12
4536,986,76
2197,2522,14
2637,2874,31
1627,4245,77
4464,3575,46
4380,1381,28
3143,2545,41
3125,2143,25
2430,2971,90
4285,2233,78
3171,4395,45
4608,4435,78
978,607,82
3057,1339,22
3610,4342,81
2221,2387,17
4382,4624,40
2657,4352,40
3688,3308,98
1055,521,48
4762,772,48
3775,1486,5
4031,1975,77
439,3764,19
3063,3747,2
2126,3840,19
2632,4976,80
3841,110,47
1261,4373,10
2199,4496,67
559,4189,36
1354,4644,24
3963,4530,16
808,1723,69
505,1366,49
2410,1717,23
2092,1304,72
3238,2205,90
2046,859,62
3244,2303,20
4055,2300,23
4132,3785,87
1061,2654,7
3896,1961,1
439,2202,34
2865,4771,54
3541,1185,6
591,947,100
1039,4217,76
1934,1328,0
3967,1992,5
895,1863,57
240,2223,11
4754,3199,69
2710,649,33
3501,4935,42
357,3397,22
1679,840,23
4690,3107,33
3510,3336,44
3830,351,13
268,971,9
4657,4123,54
2019,1332,20
1328,897,72
3874,1491,4
3116,4958,55
2333,4213,3
3243,4809,24
1554,2312,89
1262,3496,86
4141,413,34
1180,273,2
4504,4368,96
461,1321,14
4905,4861,38
1396,2068,24
3073,2151,64
3983,4503,33
1667,1651,89
4535,4274,18
4593,2203,100
1046,4835,95
57,599,46
2258,3660,62
3708,719,47
1696,3505,70
1593,1748,23
2841,3367,88
2410,4896,100
3692,4749,6
1294,2404,88
4292,1582,51
2356,1687,12
3274,180,54
2701,1527,41
4258,3245,18
3095,1085,9
3347,4293,91
973,1866,18
670,3079,55
2614,2310,55
3484,2913,95
4985,1205,19
4670,2278,1
2292,121,83
3491,4383,40
4462,2060,58
4805,1469,41
2240,1067,88
3267,1201,54
1643,3632,41
2741,4631,47
3254,2745,55
880,4183,67
3720,174,49
1489,1712,47
3770,4639,74
4614,4063,86
1425,1973,38
4650,3404,89
3179,1036,47
4424,3231,66
249,2497,4
2807,1455,89
3681,3785,7
4802,4333,0
1284,4088,25
3422,1157,15
3519,3678,24
4633,553,66
1600,4154,100
3081,3931,46
2661,2321,5
2920,3643,66
3260,2324,56
4184,3990,20
332,2007,87
3300,59,2
77,4624,76
3682,2233,6
1618,2516,6
2647,3115,46
1052,3043,63
2432,1617,84
2528,3558,21
251,4221,52
675,2791,95
1675,4362,76
3101,4746,21
2121,3890,72
1052,3791,42
2753,2331,35
376,3495,94
1789,3007,54
4737,183,58
3886,1891,30
2866,943,21
620,1982,44
773,1464,54
1298,728,1
1366,495,79
3664,2450,4
4622,2546,45
650,1816,31
1561,4052,13
621,4426,63
2965,1994,100
2847,4666,9
2669,1767,97
162,4107,13
460,1891,50
1561,4779,44
4715,982,74
8,1245,76
3421,459,66
19,2837,87
12,2189,92
665,689,39
1666,3406,73
1225,590,86
2077,1219,49
4571,908,2
45,599,13
4384,4823,71
852,196,35
1407,2658,44
4285,2779,70
531,3869,57
3172,2783,58
117,3596,37
61,1378,62
154,1486,54
4818,425,61
1534,4907,56
1124,3144,15
3442,865,45
916,2761,31
2039,3720,49
4532,4427,94
163,1154,28
4286,3556,87
1835,3260,98
4138,3342,42
1271,2618,84
644,3947,23
1557,4534,43
3208,698,65
3287,430,80
2694,4014,29
3912,813,81
3734,1497,34
2658,2812,65
1662,342,86
4575,1639,80
4759,3707,88
3068,2933,20
648,3565,34
4170,2360,2
2349,1276,50
164,1252,14
3960,2732,8
3881,4130,14
2436,1585,82
4548,2492,21
4290,2581,83
640,3058,14
1075,2622,1
2242,3053,47
4890,2763,57
976,3822,8
1994,3184,54
342,2183,21
903,4620,5
2818,645,8
219,1297,57
3729,4344,21
4409,2740,63
1367,890,87
245,3361,28
311,661,48
3877,857,5
4284,3573,18
2927,422,8
1085,3323,77
3022,3364,98
4355,4275,86
4225,3895,28
1301,2859,0
3697,2548,99
3933,423,92
2631,1088,51
2119,1373,83
2644,3655,48
4473,2384,78
3081,401,86
3434,4930,83
3656,3414,73
781,4648,24
1593,3824,2
2799,672,70
4254,758,33
2657,2602,24
3872,1685,94
3148,3442,51
4582,1128,53
756,2108,52
2517,2655,98
321,2232,81
1096,1522,82
1757,1813,23
1532,2813,61
3666,1818,31
4583,298,83
3531,2255,8
4049,1138,7
231,136,80
4926,979,21
82,3538,97
2051,2016,56
1598,884,57
3509,2946,34
1814,308,94
3079,3532,28
2399,3725,70
4682,1642,39
4638,3965,96
1556,112,28
2414,262,11
3625,613,15
4545,1402,2
4133,4626,30
4633,2503,67
141,3053,69
2916,4910,56
3549,4522,48
2573,4365,5
1708,1149,27
2654,3530,94
3746,2575,7
738,898,91
2348,2552,88
2298,2565,80
202,2667,55
4623,1082,2
2646,676,36
1942,378,92
127,1225,45
4197,4930,4
1028,3555,85
871,156,9
4119,2775,32
2665,626,61
3523,3598,78
1392,667,39
474,4649,10
4340,2590,13
1514,549,31
4613,4045,41
4231,1591,98
1171,4067,21
3052,1397,83
3105,4910,95
3485,1712,21
1575,853,1
1000,60,54
1000,3748,48
1480,1881,25
3591,3866,41
4982,2045,21
1169,3922,18
4275,1566,30
2343,1516,84
4517,335,25
1678,2789,40
1804,1439,10
673,2008,79
3707,3051,62
1612,1475,34
1737,3337,74
3358,1279,11
4400,2509,41
4717,4891,55
2529,4831,0
1267,1990,26
3957,3173,19
2226,3280,39
2804,51,91
3658,332,45
319,4794,90
3030,2534,38
2497,1957,39
812,4783,80
4135,2706,39
2050,3651,45
929,1637,59
3356,2901,28
4080,3393,71
3862,4392,95
1287,183,23
4739,4625,78
596,2560,57
2316,921,15
4031,4042,77
4336,2643,66
2116,2311,36
4026,3364,56
1036,1516,97
4634,3114,71
3078,4758,67
4433,3485,5
1183,4232,88
3958,339,17
1936,4021,97
1760,2445,45
860,39,7
2593,707,83
2821,3114,51
3081,1219,45
3059,162,88
4070,2649,66
147,1717,20
2342,2551,23
215,1274,9
3921,118,95
4145,4331,38
440,3592,57
1523,575,64
891,2490,33
4377,927,94
3177,3981,68
3757,2731,8
1560,3880,7
2276,1090,100
4286,3606,62
4551,4664,97
3073,2121,78
2487,2726,9
323,258,78
4715,179,57
3196,304,28
4468,2014,92
1211,1305,95
4099,3666,61
3482,3668,17
3997,732,83
578,2375,81
2868,2710,76
4665,3689,48
2073,816,4
3313,141,100
4309,784,62
47,4668,100
2233,766,76
2946,4619,35
676,1406,67
2290,4768,91
1139,3131,97
4895,4048,33
2687,4400,53
66,3934,47
2473,1422,55
2394,2527,25
3460,4677,86
1168,4720,38
4116,2713,59
1631,4917,5
331,700,85
3074,204,53
4236,836,14
4822,1194,36
120,254,27
1013,3995,9
709,3808,57
225,3197,33
1256,4603,48
177,2568,85
4739,5,46
4626,4008,38
4745,719,37
1338,3562,25
976,4705,88
2207,3081,19
4851,3403,49
3877,4917,18
539,2414,28
3484,2590,81
910,675,55
2049,2464,93
1607,403,1
4205,4872,0
1582,1107,24
2526,279,70
3298,103,58
3988,2254,16
4384,3504,39
3575,908,5
2230,1178,53
4991,3724,83
586,1446,55
3362,3360,15
1274,62,63
2370,1827,30
3294,3270,11
2499,365,36
1082,4148,83
2788,3882,87
1037,1155,68
2247,4466,87
548,3660,80
827,2891,56
4855,2107,92
2693,2519,49
3803,1824,10
198,2683,27
3540,4088,3
2360,3828,99
3737,1623,35
2535,2840,48
3378,2697,84
2898,4471,74
3492,2707,95
2533,4148,37
1483,1471,47
1459,3800,55
1404,4779,5
285,3269,31
4396,3266,2
366,3766,28
1444,1671,63
2449,693,42
1312,419,13
4088,4885,97
4493,4367,49
1977,996,89
3703,4652,48
4962,2171,78
2140,2413,38
4711,1127,6
63,364,76
3049,1392,82
1847,2815,28
1662,3661,3
3288,1051,8
3,3306,72
3115,1237,53
2639,3142,7
1951,2249,33
2078,1900,22
1665,766,82
4212,2207,18
4317,1314,24
2522,2715,98
4610,4032,42
4246,3768,25
469,2445,70
